Table 1
Grant Activity,,,,,,,,,,,,,,,,,,,
Beloved In Christ,,,,,,,,,,,,,,,,,,,
Transaction ID,Charity,Charity Address,Grant Status,Contact Person,Grant Letter,Grant Type,Amount,Foreign Currency Amount,Currency,Recommendation Submitted Date,Requested Payment Date,Sent Date,Recommended By,Recognition,Grant Purpose,Special Note,Cleared Date,Check Number / Payment ID,EIN
9909003,Camp Agape,"PO Box 1484 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"20,000.00",0.00,USD,12/4/24,12/4/24,12/12/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,12/12/24,511578,74-2963173
4990025,Village Enterprise Fund,"751 Laurel Street, PMB #222  , San Carlos, CA 94070",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,11/30/20,11/30/20,12/8/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/8/20,343848,22-2852248
9909005,The Gladney Center for Adoption,"6300 John Ryan Drive Fort Worth, TX 76132",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,12/18/24,169346,75-0917409
9909008,United States Fund for UNICEF,"125 Maiden Lane  , New York, NY 10038",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by Beloved in Christ Fund.,,12/19/24,169091,13-1760110
9080079,Lake Church at Horseshoe Bay,"P.O. Box 4864 Horseshoe Bay, TX 78657",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,5/6/24,5/6/24,8/5/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund,,8/5/24,479833,934151701
6499887,Begin Again Foundation,"P.O. BOX 6029  , VIRGINIA BCH, VA 23456",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,4/4/22,4/5/22,4/14/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,4/14/22,390060,47-5223416
4122806,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,,No,Single,"100,000.00",0.00,USD,12/17/19,12/17/19,12/23/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/23/19,320499,26-4789907
2664434,Young Life,"420 N Cascade Ave  , Colorado Springs, CO 80903-3325",Payment Cleared,Mr. Brett Rodgers,No,Single,"100,000.00",0.00,USD,12/11/17,12/11/17,12/22/17,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,"$30,000.00 for the Haiti Community Center; $20,000.00 for staffing Mexico/Nicaragua/Possibly DR; $30,000.00 for LA/Caribbean University Programs and $20,000 DR/Caribbean to be decided.",LAC University Initiative - XD227,,,
"Contact at Charity: Brett Rodgers (312) 629-7290 Http://giving.younglife.org/xd227,12/22/17,284225,84-0385934",,,,,,,,,,,,,,,,,,,
4275647,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,No,Single,"75,000.00",0.00,USD,2/18/20,2/18/20,2/25/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,"At the discretion of the charity, in support for Dean Braxton Ministries",Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,2/25/20,324765,75-3094503
4999715,Crazy Love Ministries,"107 SAGAMORE ST  , SAN FRANCISCO, CA 94112",Payment Cleared,,Yes,Single,"75,000.00",0.00,USD,12/3/20,12/3/20,12/10/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/10/20,344677,47-1182550
6953330,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,8/19/22,8/20/22,8/26/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,8/26/22,400523,82-5259273
4999732,Messianic Vision Inc.,"P.O. Box 39222 Charlotte, NC 28278",Payment Cleared,,Yes,Single,"250,000.00",0.00,USD,12/3/20,12/3/20,12/10/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/10/20,344647,52-1081247
9133871,Begin Again Foundation,"PO Box 6029 Virginia Beach, VA 23456",Payment Cleared,,Yes,Single,"75,000.00",0.00,USD,5/21/24,5/21/24,5/28/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,5/28/24,481758,47-5223416
9908950,Radical Restoration Ministries Texas,"3213 N US HWY 281 Burnet, TX 78611",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support,,12/19/24,170397,83-1785997
9908952,Highland Lakes Pregnancy Resource Center,"1016 Broadway St Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,12/4/24,12/4/24,12/24/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,1/7/25,172879,27-2011591
9401321,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,Yes,Single,"300,000.00",0.00,USD,7/24/24,7/24/24,7/29/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,7/29/24,488994,75-3094503
7734297,International Pentecostal Holiness Church Inc,"PO Box 12609 Oklahoma City, OK 73157",Payment Cleared,Marty Alvarado,Yes,Single,"10,000.00",0.00,USD,4/26/23,4/27/23,5/4/23,Beloved In Christ Fund,None,Donation to support God of No Limits Family Ministry Church. Recommended by the Beloved in Christ Fund,Confirmed with the charity that IPHC supports God of No Limits Family Ministry. This church is a part of their Heartland Oaklahoma Conference of churches.,5/4/23,430319,58-0904463
8513691,Called for Such A Time As This Ministries,"111 Aspen Dr Waynesboro, MS 39367",Payment Cleared,,Yes,Single,"15,000.00",0.00,USD,12/18/23,12/19/23,12/21/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund.,,12/21/23,461209,46-1408522
3648296,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,No,Single,"25,000.00",0.00,USD,5/23/19,5/23/19,6/4/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,"At the discretion of the charity, support for Dean Braxton Ministries.",Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,6/4/19,308087,75-3094503
8053553,Capstone Charitable Foundation,"507 Denali Pass Suite 401 Cedar Park, TX 78613",Cancelled,,No,Single,"50,000.00",0.00,USD,7/29/23,7/29/23,,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,United in Crisis. Recommended by the Beloved in Christ Fund,,,,86-3190172
4274353,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,,No,Single,"200,000.00",0.00,USD,2/13/20,2/13/20,2/24/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,2/24/20,324556,26-4789907
8842420,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"125,000.00",0.00,USD,3/5/24,3/6/24,3/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,3/11/24,472190,85-3966985
4381972,He Touched Me Ministries,"P.O. Box 13832  , Maumelle, AR 72113",Payment Cleared,,No,Single,"15,000.00",0.00,USD,3/30/20,3/30/20,4/2/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,062005690,,,
A/c- 0204817745,,,,,,,,,,,,,,,,,,,
Regions bank,,,,,,,,,,,,,,,,,,,
"Maumelle AK,4/2/20,327103,30-0642828",,,,,,,,,,,,,,,,,,,
8665127,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,,Yes,Single,"80,000.00",0.00,USD,1/11/24,1/12/24,1/18/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Donation for food for warehouse and fleet maintenance barn. Recommended by the Beloved in Christ Fund.,,1/18/24,466351,27-2939056
9908974,Launch Global,"PO Box 679913 Dallas, TX 75267-9913",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,12/4/24,12/4/24,12/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, support for ministry Acct 306 at Auburn Community Church, Auburn, AL. Recommended by the Beloved in Christ Fund.",,12/17/24,169507,20-3826376
9908976,New Beginning of Restoration &amp; Hope Mobile Services,"P. O. Box 1262 Lampasas, TX 76550",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,,12/23/24,170396,82-2743355
9908979,Lightemup Inc,"2 Seaview Blvd Fl 3 Port Washington, NY 11050",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,12/16/24,169069,47-3477646
8139350,TexARTS,"2300 Lohman's Spur Suite 160 , Austin, TX 78734",Payment Cleared,,Yes,Single,"15,000.00",0.00,USD,8/24/23,8/25/23,9/11/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Children's theatre programs,,9/11/23,441611,86-1150456
9908980,International Lyme and Associated Diseases Educational Foundation Inc,"2 Wisconsin Circle, Suite 700 Chevy Chase, MD 20815-7007",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,2/14/25,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,3/3/25,177460,51-0604603
9908983,Iglesia Libre Por Cristo Pentecostes,"9411 Parkfield Dr Ste 400 Austin, TX 78758",Payment Cleared,,Yes,Single,"20,000.00",0.00,USD,12/4/24,12/4/24,12/23/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,1/27/25,172633,45-2644752
9908977,"Mountain Metro Church, Inc.","P.O. Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,4/28/25,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,,5/14/25,182879,82-5259273
9908985,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,12/13/24,169451,27-2939056
9908987,Holy Communion Church,"PO Box 725 Spicewood, TX 78669",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,12/20/24,170394,74-2773025
9908989,Highland Lakes Crisis Network,"1000 Ridge Point Dr Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/10/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,12/10/24,509667,83-2515465
9908990,High Cotton Relief Fund,"4361 S Congress Ave Unit 101 Austin, TX 78745",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/30/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,1/16/25,173665,83-4514451
5734792,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"747,902.00",0.00,USD,8/9/21,8/9/21,8/19/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Operations support,"Per banking team, the odd amount is due to the donors desire to support the operational budget for the rest of the year.",8/19/21,364597,82-5259273
9908992,The Helping Center of Marble Falls Area Inc,"PO Box 402 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,,12/18/24,170226,74-2476594
9908995,Greater San Antonio After-School All Stars,"2006 West Commerce Street San Antonio, TX 78207",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,12/20/24,170393,20-0195564
9908996,ALLIES AGAINST SLAVERY,"PO Box 684284 Austin, TX 78768",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by Beloved in Christ Fund.,,12/24/24,169068,46-4932633
9908998,"American Cancer Society, Inc.","PO Box 6704 Hagerstown, MD 21741",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by Beloved in Christ Fund.,,12/30/24,169304,13-1788491
8053575,United in Crisis Inc.,"PO Box 275 Leander, TX 78646",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,7/29/23,7/30/23,8/3/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,8/3/23,439096,92-3622073
5114190,TexARTS,"2300 Lohman's Spur Suite 160 , Austin, TX 78734",Payment Cleared,,Yes,Single,"15,000.00",0.00,USD,12/30/20,12/30/20,1/4/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,1/13/21,61047,86-1150456
6577685,America Prays Inc.,"14125 W State Hwy 29 Suite B-203 #321 Liberty Hill, TX 78642",Payment Cleared,,Yes,Single,"125,000.00",0.00,USD,4/19/22,4/20/22,4/26/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,4/26/22,390936,82-2988585
8389897,Diamante First Tee Foundation,"1207 South White Chapel Blvd Ste, 150B South Lake, TX 76092",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,11/10/23,11/11/23,11/21/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Recommended by the Beloved in Christ Fund.,Where needed most Donor Note: Recommended by the Beloved in Christ Fund.,,11/21/23,450638,86-2975580
9047033,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"125,000.00",0.00,USD,4/22/24,4/22/24,4/25/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for the Benevolence Ministry,,4/25/24,477957,85-3966985
7526181,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,2/19/23,2/20/23,2/22/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,3/1/23,121062,74-2453636
7924948,Trinity College School Fund Inc.,"2 BRIDLE PATH LN , BEVERLY FARMS, MA 01915-2177",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,6/26/23,6/27/23,6/30/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Cirne Day Student Scholarships (Second gift of an intended five),"Per charity, scholarship recipients are chose by an awards committee.",6/30/23,436316,13-6187951
6055924,Young Life,"P.O. Box 520 Colorado Springs, CO 80901",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,12/5/21,12/6/21,12/9/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, donation for YL Central/Latin America donation to support Budget XD227",ID number referenced in the grant purpose is used internally by the charity for record-keeping purposes.,12/9/21,374984,84-0385934
7924944,Luis Palau Evangelistic Association,"PO Box 50 Portland, OR 97207",Payment Cleared,,Yes,Single,"150,000.00",0.00,USD,6/26/23,6/27/23,6/29/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund.,,6/29/23,436353,93-0713827
7924945,GC Relief,"PO Box 1595 Merrifield, VA 22116-1595",Payment Cleared,,Yes,Single,"350,000.00",0.00,USD,6/26/23,6/27/23,6/28/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund. Donor note: Part of a multi year intended gift by Cirne Family/BiC Foundation during Presidents' weekend 2022,,7/18/23,129851,23-7275342
7924946,"Part of the Solution, Inc.","2759 Webster Avenue  , Bronx, NY 10458",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,6/26/23,6/27/23,6/29/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,6/29/23,436114,13-3425071
3928010,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,No,Single,"15,000.00",0.00,USD,10/1/19,10/1/19,10/9/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,"At the discretion of the charity, support for Dean Braxton Ministries.",Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,10/9/19,313454,75-3094503
9370554,Family To Family Adoption Services Inc.,"710 S 8th Street Richmond, TX 77469",Payment Cleared,,Yes,Single,"34,000.00",0.00,USD,7/16/24,7/16/24,7/23/24,Beloved In Christ Fund,None,Where needed most / Unrestricted / General support,,7/23/24,488322,76-0634221
7734260,Capstone Charitable Foundation,"507 Denali Pass Suite 401 Cedar Park, TX 78613",Payment Cleared,Daniel Geraci,Yes,Single,"100,000.00",0.00,USD,4/26/23,4/27/23,5/10/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,United in Crisis. Recommended by the Beloved in Christ Fund,,5/10/23,430557,86-3190172
3205237,Brighter Days Foundation,"P.O. Box 29003 , North Canton, OH 44720",Denied,,No,Single,"50,000.00",0.00,USD,10/24/18,10/24/18,,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Unrestricted gift.,*Please recognize fund name only,,,45-3601700
4641631,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,No,Single,"100,000.00",0.00,USD,6/23/20,6/23/20,6/29/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,6/29/20,333327,82-5259273
9908938,NO STRINGS ATTACHED OUTREACH,"PO Box 33 Boerne, TX 78006",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,,12/19/24,170399,81-3568962
5105143,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,Daniel Geraci,Yes,Single,"200,000.00",0.00,USD,12/28/20,12/28/20,12/31/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Gift to support up to 20 churches and/or ministries selected by ADRN to help them serve those in need in their communities.,,12/31/20,348988,26-4789907
3508392,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,,No,Single,"75,000.00",0.00,USD,3/17/19,3/17/19,3/25/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,"At the discretion of the charity, donation to support the Beaumont area disaster relief.",,4/1/19,20302,26-4789907
9196217,He Touched Me Ministries,"736 Pheasant Rd. Fort Worth, TX 76131",Payment Cleared,,Yes,Single,"200,000.00",0.00,USD,6/6/24,6/6/24,6/13/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by Beloved in Christ Fund.,,6/13/24,484157,30-0642828
9908944,Troy Brewer Charitable Network,"301 S Dobson St Burleson, TX 76028",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/27/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,1/6/25,173308,85-4275305
3508393,"CURE International, Inc.","P.O. Box 207 New Cumberland, PA 17070",Payment Cleared,Roger Spoelman,No,Single,"1,000,000.00",0.00,USD,3/17/19,3/17/19,3/28/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Annual support.,,3/28/19,304787,58-2248383
5353496,GC Relief,"PO Box 1595 Merrifield, VA 22116-1595",Payment Cleared,Ellen Grigsby,Yes,Single,"100,000.00",0.00,USD,3/30/21,3/30/21,4/7/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,4/13/21,66211,23-7275342
5353497,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,3/30/21,3/30/21,4/6/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,4/6/21,355582,82-5259273
9908946,Treasures of the Amazon River,"PO Box 807 Copperas Cove, TX 76522",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support,,12/18/24,170398,47-5450867
9908947,"Shaohannahs Hope Inc. DBA Show Hope, Inc.","P.O. Box 681748 Franklin, TN 37068",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support,,1/8/25,170008,32-0011220
9908949,Sarahs House A Place for New Beginnings,"100 Honey Rock Blvd Burnet, TX 78611",Payment Cleared,,Yes,Single,"15,000.00",0.00,USD,12/4/24,12/4/24,12/12/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support,,12/12/24,511583,99-2342604
4005216,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,No,Single,"125,000.00",0.00,USD,11/7/19,11/7/19,11/15/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Foundation.,,11/15/19,315631,74-2888658
9908853,ABUNDANT LIFE FOUNDATION,"3001 Ranch Road 620 S Ste 323 Austin, TX 78738",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,12/20/24,169067,20-5942304
2659402,Africa New Life Ministries International,"7405 SW Tech Center Drive, #144  , Portland, OR 97223",Payment Cleared,Natalie Green,No,Single,"100,000.00",0.00,USD,12/5/17,12/5/17,12/12/17,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Gift to support the Dream Medical Center.,ok,12/19/17,88,48-1291935
8638060,He Touched Me Ministries,"736 Pheasant Rd. Fort Worth, TX 76131",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,1/8/24,1/9/24,1/17/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,1/17/24,465593,30-0642828
4328327,Young Life,"P.O. Box 70065  , Prescott, AZ 86304-7065",Payment Cleared,Brett Rodgers,No,Single,"400,000.00",0.00,USD,3/9/20,3/9/20,3/13/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,YL Central/Latin America donation to support Budget XD227.,Budget XD227 will support the LA (Latin America) /Caribbean University Programs.,3/13/20,325795,84-0385934
2659406,Feeding America,"35 East Wacker Drive Suite 2000  , Chicago, IL 60601",Payment Cleared,Tianna L. Ruelas,No,Single,"100,000.00",0.00,USD,12/5/17,12/5/17,12/12/17,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,End-of-year gift match campaign.,"Tony Robbins has committed a lead gift to support Feeding America and its 100 Million Meals Challenge. His gift, along with other gifts from major donors, will be used to match the impact of gifts made in response to designated campaigns through December 2017.",12/18/17,91,36-3673599
2659407,He Touched Me Ministries,"P.O. Box 13832  , Maumelle, AR 72113",Payment Cleared,,No,Single,"50,000.00",0.00,USD,12/5/17,12/5/17,12/12/17,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Gift to the Zambia kids school fund.,ok,1/19/18,93,30-0642828
2659408,He Touched Me Ministries,"P.O. Box 13832  , Maumelle, AR 72113",Payment Cleared,,No,Single,"75,000.00",0.00,USD,12/5/17,12/5/17,12/12/17,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Gift to the Zambia school fund.,,1/19/18,92,30-0642828
8389858,United in Crisis Inc.,"PO Box 275 Leander, TX 78646",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,11/10/23,11/11/23,11/17/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund,,11/17/23,450675,92-3622073
8389861,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"125,000.00",0.00,USD,11/10/23,11/11/23,11/16/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,James 1:27 Program: supporting widows and orphans in the Highland Lakes area. Recommended by the Beloved in Christ Fund,,11/16/23,450633,85-3966985
8638061,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"375,000.00",0.00,USD,1/8/24,1/9/24,1/13/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, donation to purchase land for Camp of Good Hope",,1/13/24,465599,74-2614354
5444634,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,Stephen Shipley,Yes,Single,"1,000.00",0.00,USD,4/26/21,4/26/21,4/28/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Gift to support Faith Academy Athletics Department,"Per charity, gifts to support athletics are 100% tax deductible.",5/20/21,67540,74-2888658
9047031,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,4/22/24,4/22/24,4/25/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,4/25/24,477951,82-5259273
4126623,Happy Hooves Healing Hearts Animal Sanctuary,"15603 Checotah Drive , Austin, TX 78734-1710",Payment Cleared,,No,Single,"5,000.00",0.00,USD,12/17/19,12/17/19,12/23/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,1/16/20,34910,82-4294599
8720422,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"200,000.00",0.00,USD,1/26/24,1/27/24,2/1/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund,,2/1/24,468024,74-2888658
8720424,Talor Gooch Foundation Inc,"2401 Tee Cir Ste 103 Norman, OK 73069",Payment Cleared,,Yes,Single,"15,000.00",0.00,USD,1/26/24,1/27/24,2/5/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,,2/5/24,468273,87-4158937
